staircase_span_length_x,typical_span_length_x,typical_span_length_y,layout,typical_storey_height,ground_storey_height,slab_type,beam_type,column_section,steel_grade,concrete_grade,quality,floor_width_x,floor_width_y,floor_area,long_over_short_width,beta,num_storeys,design_class,staircase_span_length_y
2.95,4.15,5.25,B02,3.1,3.7,3,1,1,S500,C25,1,19.55,10.5,205.275,1.8619,0.05,4,eu_cdh,5.25
